district_id,vegetable,price_per_kg_inr,date_updated
3,Spinach,47.35,2023-02-13
3,Spinach,45.88,2023-02-14
3,Spinach,45.6,2023-02-15
3,Spinach,49.59,2023-02-16
3,Spinach,45.56,2023-02-17
3,Spinach,42.99,2023-02-18
3,Spinach,51.27,2023-02-19
3,Spinach,47.64,2023-02-20
3,Spinach,49.12,2023-02-21
3,Spinach,48.95,2023-02-22
3,Spinach,49.55,2023-02-23
3,Spinach,50.05,2023-02-24
3,Spinach,48.67,2023-02-25
3,Spinach,45.43,2023-02-26
3,Spinach,50.22,2023-02-27
3,Spinach,48.9,2023-02-28
3,Spinach,49.59,2023-03-01
3,Spinach,50.11,2023-03-02
3,Spinach,48.17,2023-03-03
3,Spinach,44.33,2023-03-04
3,Spinach,50.55,2023-03-05
3,Spinach,46.66,2023-03-06
3,Spinach,48.28,2023-03-07
3,Spinach,51.26,2023-03-08
3,Spinach,49.98,2023-03-09
3,Spinach,44.26,2023-03-10
3,Spinach,44.59,2023-03-11
3,Spinach,45.65,2023-03-12
3,Spinach,48.58,2023-03-13
3,Spinach,42.75,2023-03-14
3,Spinach,46.37,2023-03-15
3,Spinach,49.4,2023-03-16
3,Spinach,42.21,2023-03-17
3,Spinach,48.54,2023-03-18
3,Spinach,50.34,2023-03-19
3,Spinach,44.55,2023-03-20
3,Spinach,46.74,2023-03-21
3,Spinach,46.89,2023-03-22
3,Spinach,48.57,2023-03-23
3,Spinach,49.56,2023-03-24
3,Spinach,44.71,2023-03-25
3,Spinach,50.25,2023-03-26
3,Spinach,50.35,2023-03-27
3,Spinach,50.48,2023-03-28
3,Spinach,50.82,2023-03-29
3,Spinach,43.63,2023-03-30
3,Spinach,47.69,2023-03-31
3,Spinach,49.1,2023-04-01
3,Spinach,45.39,2023-04-02
3,Spinach,44.44,2023-04-03
3,Spinach,51.32,2023-04-04
3,Spinach,41.42,2023-04-05
3,Spinach,41.94,2023-04-06
3,Spinach,44.65,2023-04-07
3,Spinach,43.76,2023-04-08
3,Spinach,49.54,2023-04-09
3,Spinach,47.98,2023-04-10
3,Spinach,46.32,2023-04-11
3,Spinach,49.85,2023-04-12
3,Spinach,48.92,2023-04-13
3,Spinach,41.65,2023-04-14
3,Spinach,43.07,2023-04-15
3,Spinach,44.48,2023-04-16
3,Spinach,51.17,2023-04-17
3,Spinach,43.38,2023-04-18
3,Spinach,45.99,2023-04-19
3,Spinach,50.09,2023-04-20
3,Spinach,48.52,2023-04-21
3,Spinach,42.19,2023-04-22
3,Spinach,42.7,2023-04-23
3,Spinach,49.7,2023-04-24
3,Spinach,45.89,2023-04-25
3,Spinach,49.0,2023-04-26
3,Spinach,49.68,2023-04-27
3,Spinach,46.44,2023-04-28
3,Spinach,47.23,2023-04-29
3,Spinach,51.03,2023-04-30
3,Spinach,50.9,2023-05-01
3,Spinach,51.24,2023-05-02
3,Spinach,50.41,2023-05-03
3,Spinach,42.84,2023-05-04
3,Spinach,51.01,2023-05-05
3,Spinach,43.03,2023-05-06
3,Spinach,43.24,2023-05-07
3,Spinach,41.49,2023-05-08
3,Spinach,46.31,2023-05-09
3,Spinach,49.58,2023-05-10
3,Spinach,46.1,2023-05-11
3,Spinach,47.51,2023-05-12
3,Spinach,48.1,2023-05-13
3,Spinach,49.99,2023-05-14
3,Spinach,44.41,2023-05-15
3,Spinach,50.23,2023-05-16
3,Spinach,48.21,2023-05-17
3,Spinach,44.27,2023-05-18
3,Spinach,42.85,2023-05-19
3,Spinach,50.07,2023-05-20
3,Spinach,46.33,2023-05-21
3,Spinach,49.66,2023-05-22
3,Spinach,49.64,2023-05-23
3,Spinach,41.41,2023-05-24
3,Spinach,46.07,2023-05-25
3,Spinach,44.18,2023-05-26
3,Spinach,45.12,2023-05-27
3,Spinach,44.18,2023-05-28
3,Spinach,48.69,2023-05-29
3,Spinach,41.88,2023-05-30
3,Spinach,50.86,2023-05-31
3,Spinach,50.1,2023-06-01
3,Spinach,51.38,2023-06-02
3,Spinach,41.73,2023-06-03
3,Spinach,50.38,2023-06-04
3,Spinach,42.79,2023-06-05
3,Spinach,50.68,2023-06-06
3,Spinach,44.91,2023-06-07
3,Spinach,49.41,2023-06-08
3,Spinach,48.08,2023-06-09
3,Spinach,45.09,2023-06-10
3,Spinach,41.87,2023-06-11
3,Spinach,51.31,2023-06-12
3,Spinach,43.14,2023-06-13
3,Spinach,51.04,2023-06-14
3,Spinach,42.09,2023-06-15
3,Spinach,48.55,2023-06-16
3,Spinach,51.28,2023-06-17
3,Spinach,47.37,2023-06-18
3,Spinach,43.6,2023-06-19
3,Spinach,50.22,2023-06-20
3,Spinach,47.24,2023-06-21
3,Spinach,50.85,2023-06-22
3,Spinach,46.06,2023-06-23
3,Spinach,46.56,2023-06-24
3,Spinach,44.12,2023-06-25
3,Spinach,47.67,2023-06-26
3,Spinach,41.75,2023-06-27
3,Spinach,48.55,2023-06-28
3,Spinach,42.67,2023-06-29
3,Spinach,51.07,2023-06-30
3,Spinach,45.44,2023-07-01
3,Spinach,42.72,2023-07-02
3,Spinach,49.44,2023-07-03
3,Spinach,49.39,2023-07-04
3,Spinach,47.48,2023-07-05
3,Spinach,43.92,2023-07-06
3,Spinach,46.64,2023-07-07
3,Spinach,46.19,2023-07-08
3,Spinach,44.02,2023-07-09
3,Spinach,49.64,2023-07-10
3,Spinach,44.33,2023-07-11
3,Spinach,43.68,2023-07-12
3,Spinach,46.19,2023-07-13
3,Spinach,48.85,2023-07-14
3,Spinach,45.57,2023-07-15
3,Spinach,42.17,2023-07-16
3,Spinach,41.91,2023-07-17
3,Spinach,49.27,2023-07-18
3,Spinach,50.31,2023-07-19
3,Spinach,42.44,2023-07-20
3,Spinach,48.18,2023-07-21
3,Spinach,41.51,2023-07-22
3,Spinach,43.26,2023-07-23
3,Spinach,44.82,2023-07-24
3,Spinach,41.95,2023-07-25
3,Spinach,48.03,2023-07-26
3,Spinach,47.7,2023-07-27
3,Spinach,51.23,2023-07-28
3,Spinach,50.36,2023-07-29
3,Spinach,51.28,2023-07-30
3,Spinach,48.33,2023-07-31
3,Spinach,45.33,2023-08-01
3,Spinach,44.68,2023-08-02
3,Spinach,49.79,2023-08-03
3,Spinach,44.76,2023-08-04
3,Spinach,48.92,2023-08-05
3,Spinach,50.58,2023-08-06
3,Spinach,49.65,2023-08-07
3,Spinach,47.29,2023-08-08
3,Spinach,46.47,2023-08-09
3,Spinach,42.74,2023-08-10
3,Spinach,50.96,2023-08-11
3,Spinach,47.96,2023-08-12
3,Spinach,46.53,2023-08-13
3,Spinach,44.54,2023-08-14
3,Spinach,41.81,2023-08-15
3,Spinach,45.43,2023-08-16
3,Spinach,41.89,2023-08-17
3,Spinach,46.94,2023-08-18
3,Spinach,49.42,2023-08-19
3,Spinach,41.8,2023-08-20
3,Spinach,47.15,2023-08-21
3,Spinach,41.75,2023-08-22
3,Spinach,48.26,2023-08-23
3,Spinach,44.27,2023-08-24
3,Spinach,49.58,2023-08-25
3,Spinach,42.76,2023-08-26
3,Spinach,47.97,2023-08-27
3,Spinach,48.55,2023-08-28
3,Spinach,44.66,2023-08-29
3,Spinach,45.15,2023-08-30
3,Spinach,44.36,2023-08-31
3,Spinach,51.08,2023-09-01
3,Spinach,51.08,2023-09-02
3,Spinach,48.87,2023-09-03
3,Spinach,48.98,2023-09-04
3,Spinach,48.53,2023-09-05
3,Spinach,48.67,2023-09-06
3,Spinach,45.25,2023-09-07
3,Spinach,47.04,2023-09-08
3,Spinach,47.62,2023-09-09
3,Spinach,49.93,2023-09-10
3,Spinach,42.37,2023-09-11
3,Spinach,44.96,2023-09-12
3,Spinach,45.87,2023-09-13
3,Spinach,44.71,2023-09-14
3,Spinach,41.41,2023-09-15
3,Spinach,46.45,2023-09-16
3,Spinach,41.71,2023-09-17
3,Spinach,45.19,2023-09-18
3,Spinach,45.84,2023-09-19
3,Spinach,42.59,2023-09-20
3,Spinach,50.52,2023-09-21
3,Spinach,42.26,2023-09-22
3,Spinach,44.0,2023-09-23
3,Spinach,48.95,2023-09-24
3,Spinach,44.38,2023-09-25
3,Spinach,46.19,2023-09-26
3,Spinach,42.2,2023-09-27
3,Spinach,44.22,2023-09-28
3,Spinach,47.46,2023-09-29
3,Spinach,48.98,2023-09-30
3,Spinach,42.49,2023-10-01
3,Spinach,42.34,2023-10-02
3,Spinach,42.12,2023-10-03
3,Spinach,50.49,2023-10-04
3,Spinach,46.89,2023-10-05
3,Spinach,41.4,2023-10-06
3,Spinach,42.7,2023-10-07
3,Spinach,50.04,2023-10-08
3,Spinach,44.81,2023-10-09
3,Spinach,50.63,2023-10-10
3,Spinach,44.47,2023-10-11
3,Spinach,42.11,2023-10-12
3,Spinach,47.57,2023-10-13
3,Spinach,43.07,2023-10-14
3,Spinach,49.96,2023-10-15
3,Spinach,48.35,2023-10-16
3,Spinach,45.89,2023-10-17
3,Spinach,44.75,2023-10-18
3,Spinach,49.91,2023-10-19
3,Spinach,42.76,2023-10-20
3,Spinach,47.35,2023-10-21
3,Spinach,50.12,2023-10-22
3,Spinach,42.03,2023-10-23
3,Spinach,48.88,2023-10-24
3,Spinach,46.53,2023-10-25
3,Spinach,50.25,2023-10-26
3,Spinach,48.48,2023-10-27
3,Spinach,44.43,2023-10-28
3,Spinach,51.02,2023-10-29
3,Spinach,47.94,2023-10-30
3,Spinach,46.35,2023-10-31
3,Spinach,47.91,2023-11-01
3,Spinach,42.55,2023-11-02
3,Spinach,50.35,2023-11-03
3,Spinach,45.08,2023-11-04
3,Spinach,43.16,2023-11-05
3,Spinach,46.51,2023-11-06
3,Spinach,45.32,2023-11-07
3,Spinach,43.37,2023-11-08
3,Spinach,44.37,2023-11-09
3,Spinach,43.13,2023-11-10
3,Spinach,44.46,2023-11-11
3,Spinach,47.62,2023-11-12
3,Spinach,49.38,2023-11-13
3,Spinach,45.37,2023-11-14
3,Spinach,47.08,2023-11-15
3,Spinach,44.76,2023-11-16
3,Spinach,41.56,2023-11-17
3,Spinach,42.78,2023-11-18
3,Spinach,43.3,2023-11-19
3,Spinach,42.27,2023-11-20
3,Spinach,44.81,2023-11-21
3,Spinach,42.77,2023-11-22
3,Spinach,43.0,2023-11-23
3,Spinach,47.67,2023-11-24
3,Spinach,47.25,2023-11-25
3,Spinach,48.7,2023-11-26
3,Spinach,47.55,2023-11-27
3,Spinach,50.79,2023-11-28
3,Spinach,42.25,2023-11-29
3,Spinach,48.9,2023-11-30
3,Spinach,46.1,2023-12-01
3,Spinach,48.37,2023-12-02
3,Spinach,43.17,2023-12-03
3,Spinach,42.6,2023-12-04
3,Spinach,41.91,2023-12-05
3,Spinach,48.05,2023-12-06
3,Spinach,47.09,2023-12-07
3,Spinach,51.09,2023-12-08
3,Spinach,48.26,2023-12-09
3,Spinach,47.49,2023-12-10
3,Spinach,43.52,2023-12-11
3,Spinach,45.83,2023-12-12
3,Spinach,46.87,2023-12-13
3,Spinach,41.74,2023-12-14
3,Spinach,47.0,2023-12-15
3,Spinach,47.73,2023-12-16
3,Spinach,50.56,2023-12-17
3,Spinach,42.45,2023-12-18
3,Spinach,47.5,2023-12-19
3,Spinach,43.21,2023-12-20
3,Spinach,47.24,2023-12-21
3,Spinach,47.49,2023-12-22
3,Spinach,43.39,2023-12-23
3,Spinach,47.74,2023-12-24
3,Spinach,51.2,2023-12-25
3,Spinach,47.65,2023-12-26
3,Spinach,50.02,2023-12-27
3,Spinach,51.11,2023-12-28
3,Spinach,41.81,2023-12-29
3,Spinach,46.7,2023-12-30
3,Spinach,50.85,2023-12-31
3,Spinach,49.65,2024-01-01
3,Spinach,41.67,2024-01-02
3,Spinach,44.9,2024-01-03
3,Spinach,49.74,2024-01-04
3,Spinach,47.33,2024-01-05
3,Spinach,43.85,2024-01-06
3,Spinach,47.86,2024-01-07
3,Spinach,45.85,2024-01-08
3,Spinach,44.35,2024-01-09
3,Spinach,44.49,2024-01-10
3,Spinach,42.92,2024-01-11
3,Spinach,46.76,2024-01-12
3,Spinach,43.57,2024-01-13
3,Spinach,44.96,2024-01-14
3,Spinach,42.18,2024-01-15
3,Spinach,41.6,2024-01-16
3,Spinach,42.24,2024-01-17
3,Spinach,46.39,2024-01-18
3,Spinach,49.48,2024-01-19
3,Spinach,45.64,2024-01-20
3,Spinach,46.32,2024-01-21
3,Spinach,46.77,2024-01-22
3,Spinach,45.15,2024-01-23
3,Spinach,49.35,2024-01-24
3,Spinach,42.64,2024-01-25
3,Spinach,45.32,2024-01-26
3,Spinach,48.77,2024-01-27
3,Spinach,43.94,2024-01-28
3,Spinach,45.87,2024-01-29
3,Spinach,43.3,2024-01-30
3,Spinach,46.76,2024-01-31
3,Spinach,44.06,2024-02-01
3,Spinach,46.47,2024-02-02
3,Spinach,44.1,2024-02-03
3,Spinach,48.95,2024-02-04
3,Spinach,46.98,2024-02-05
3,Spinach,42.91,2024-02-06
3,Spinach,50.92,2024-02-07
3,Spinach,42.23,2024-02-08
3,Spinach,49.01,2024-02-09
3,Spinach,46.73,2024-02-10
3,Spinach,46.25,2024-02-11
3,Spinach,46.12,2024-02-12
3,Spinach,42.42,2024-02-13
3,Spinach,43.62,2024-02-14
3,Spinach,43.42,2024-02-15
3,Spinach,48.4,2024-02-16
3,Spinach,42.26,2024-02-17
3,Spinach,44.12,2024-02-18
3,Spinach,42.47,2024-02-19
3,Spinach,50.19,2024-02-20
3,Spinach,42.41,2024-02-21
3,Spinach,41.78,2024-02-22
3,Spinach,43.35,2024-02-23
3,Spinach,46.4,2024-02-24
3,Spinach,42.19,2024-02-25
3,Spinach,49.39,2024-02-26
3,Spinach,42.89,2024-02-27
3,Spinach,46.27,2024-02-28
3,Spinach,49.84,2024-02-29
3,Spinach,49.77,2024-03-01
3,Spinach,48.65,2024-03-02
3,Spinach,44.17,2024-03-03
3,Spinach,42.36,2024-03-04
3,Spinach,50.52,2024-03-05
3,Spinach,44.11,2024-03-06
3,Spinach,44.68,2024-03-07
3,Spinach,50.04,2024-03-08
3,Spinach,48.23,2024-03-09
3,Spinach,46.33,2024-03-10
3,Spinach,42.23,2024-03-11
3,Spinach,45.32,2024-03-12
3,Spinach,45.66,2024-03-13
3,Spinach,45.27,2024-03-14
3,Spinach,47.72,2024-03-15
3,Spinach,48.82,2024-03-16
3,Spinach,48.96,2024-03-17
3,Spinach,45.68,2024-03-18
3,Spinach,42.9,2024-03-19
3,Spinach,46.96,2024-03-20
3,Spinach,46.28,2024-03-21
3,Spinach,42.73,2024-03-22
3,Spinach,43.2,2024-03-23
3,Spinach,50.01,2024-03-24
3,Spinach,44.24,2024-03-25
3,Spinach,46.56,2024-03-26
3,Spinach,43.84,2024-03-27
3,Spinach,48.22,2024-03-28
3,Spinach,48.16,2024-03-29
3,Spinach,49.02,2024-03-30
3,Spinach,47.6,2024-03-31
3,Spinach,48.88,2024-04-01
3,Spinach,50.49,2024-04-02
3,Spinach,47.44,2024-04-03
3,Spinach,47.17,2024-04-04
3,Spinach,51.36,2024-04-05
3,Spinach,42.99,2024-04-06
3,Spinach,41.89,2024-04-07
3,Spinach,41.81,2024-04-08
3,Spinach,48.05,2024-04-09
3,Spinach,46.91,2024-04-10
3,Spinach,44.8,2024-04-11
3,Spinach,46.49,2024-04-12
3,Spinach,45.33,2024-04-13
3,Spinach,45.67,2024-04-14
3,Spinach,44.43,2024-04-15
3,Spinach,48.42,2024-04-16
3,Spinach,43.29,2024-04-17
3,Spinach,44.68,2024-04-18
3,Spinach,42.83,2024-04-19
3,Spinach,50.93,2024-04-20
3,Spinach,43.84,2024-04-21
3,Spinach,50.42,2024-04-22
3,Spinach,43.7,2024-04-23
3,Spinach,43.46,2024-04-24
3,Spinach,42.82,2024-04-25
3,Spinach,46.33,2024-04-26
3,Spinach,46.38,2024-04-27
3,Spinach,44.14,2024-04-28
3,Spinach,41.45,2024-04-29
3,Spinach,42.34,2024-04-30
3,Spinach,48.15,2024-05-01
3,Spinach,44.81,2024-05-02
3,Spinach,41.48,2024-05-03
3,Spinach,46.54,2024-05-04
3,Spinach,49.43,2024-05-05
3,Spinach,51.3,2024-05-06
3,Spinach,41.62,2024-05-07
3,Spinach,50.75,2024-05-08
3,Spinach,41.95,2024-05-09
3,Spinach,42.97,2024-05-10
3,Spinach,51.3,2024-05-11
3,Spinach,45.96,2024-05-12
3,Spinach,43.43,2024-05-13
3,Spinach,47.87,2024-05-14
3,Spinach,42.46,2024-05-15
3,Spinach,46.03,2024-05-16
3,Spinach,48.56,2024-05-17
3,Spinach,51.38,2024-05-18
3,Spinach,50.32,2024-05-19
3,Spinach,47.85,2024-05-20
3,Spinach,44.27,2024-05-21
3,Spinach,43.26,2024-05-22
3,Spinach,49.21,2024-05-23
3,Spinach,47.94,2024-05-24
3,Spinach,48.46,2024-05-25
3,Spinach,42.27,2024-05-26
3,Spinach,50.53,2024-05-27
3,Spinach,43.87,2024-05-28
3,Spinach,45.46,2024-05-29
3,Spinach,41.45,2024-05-30
3,Spinach,44.79,2024-05-31
3,Spinach,47.29,2024-06-01
3,Spinach,46.24,2024-06-02
3,Spinach,44.46,2024-06-03
3,Spinach,43.11,2024-06-04
3,Spinach,44.56,2024-06-05
3,Spinach,47.23,2024-06-06
3,Spinach,44.12,2024-06-07
3,Spinach,46.7,2024-06-08
3,Spinach,48.92,2024-06-09
3,Spinach,47.14,2024-06-10
3,Spinach,43.68,2024-06-11
3,Spinach,45.56,2024-06-12
3,Spinach,45.41,2024-06-13
3,Spinach,42.23,2024-06-14
3,Spinach,48.18,2024-06-15
3,Spinach,51.16,2024-06-16
3,Spinach,45.91,2024-06-17
3,Spinach,45.38,2024-06-18
3,Spinach,47.58,2024-06-19
3,Spinach,43.58,2024-06-20
3,Spinach,50.45,2024-06-21
3,Spinach,43.93,2024-06-22
3,Spinach,42.27,2024-06-23
3,Spinach,41.71,2024-06-24
3,Spinach,41.61,2024-06-25
3,Spinach,44.65,2024-06-26
3,Spinach,48.77,2024-06-27
3,Spinach,41.66,2024-06-28
3,Spinach,45.04,2024-06-29
3,Spinach,42.31,2024-06-30
3,Spinach,49.33,2024-07-01
3,Spinach,46.04,2024-07-02
3,Spinach,46.77,2024-07-03
3,Spinach,42.34,2024-07-04
3,Spinach,42.28,2024-07-05
3,Spinach,49.67,2024-07-06
3,Spinach,42.15,2024-07-07
3,Spinach,41.4,2024-07-08
3,Spinach,44.03,2024-07-09
3,Spinach,50.94,2024-07-10
3,Spinach,50.62,2024-07-11
3,Spinach,47.98,2024-07-12
3,Spinach,50.37,2024-07-13
3,Spinach,48.94,2024-07-14
3,Spinach,41.7,2024-07-15
3,Spinach,50.97,2024-07-16
3,Spinach,42.32,2024-07-17
3,Spinach,43.89,2024-07-18
3,Spinach,49.0,2024-07-19
3,Spinach,45.85,2024-07-20
3,Spinach,42.23,2024-07-21
3,Spinach,44.5,2024-07-22
3,Spinach,41.88,2024-07-23
3,Spinach,44.07,2024-07-24
3,Spinach,45.85,2024-07-25
3,Spinach,43.64,2024-07-26
3,Spinach,46.02,2024-07-27
3,Spinach,43.53,2024-07-28
3,Spinach,43.84,2024-07-29
3,Spinach,50.14,2024-07-30
3,Spinach,42.56,2024-07-31
3,Spinach,50.95,2024-08-01
3,Spinach,48.51,2024-08-02
3,Spinach,42.29,2024-08-03
3,Spinach,45.07,2024-08-04
3,Spinach,47.57,2024-08-05
3,Spinach,47.33,2024-08-06
3,Spinach,50.13,2024-08-07
3,Spinach,46.58,2024-08-08
3,Spinach,49.85,2024-08-09
3,Spinach,41.65,2024-08-10
3,Spinach,45.46,2024-08-11
3,Spinach,45.6,2024-08-12
3,Spinach,46.56,2024-08-13
3,Spinach,49.18,2024-08-14
3,Spinach,45.6,2024-08-15
3,Spinach,46.8,2024-08-16
3,Spinach,47.37,2024-08-17
3,Spinach,42.39,2024-08-18
3,Spinach,46.37,2024-08-19
3,Spinach,46.11,2024-08-20
3,Spinach,49.75,2024-08-21
3,Spinach,47.11,2024-08-22
3,Spinach,43.72,2024-08-23
3,Spinach,44.0,2024-08-24
3,Spinach,47.25,2024-08-25
3,Spinach,44.0,2024-08-26
3,Spinach,48.35,2024-08-27
3,Spinach,49.26,2024-08-28
3,Spinach,47.91,2024-08-29
3,Spinach,46.34,2024-08-30
3,Spinach,42.77,2024-08-31
3,Spinach,42.44,2024-09-01
3,Spinach,50.78,2024-09-02
3,Spinach,42.19,2024-09-03
3,Spinach,45.26,2024-09-04
3,Spinach,47.13,2024-09-05
3,Spinach,44.6,2024-09-06
3,Spinach,46.8,2024-09-07
3,Spinach,46.77,2024-09-08
3,Spinach,45.51,2024-09-09
3,Spinach,48.62,2024-09-10
3,Spinach,49.57,2024-09-11
3,Spinach,43.86,2024-09-12
3,Spinach,42.84,2024-09-13
3,Spinach,51.15,2024-09-14
3,Spinach,51.37,2024-09-15
3,Spinach,41.66,2024-09-16
3,Spinach,42.93,2024-09-17
3,Spinach,42.17,2024-09-18
3,Spinach,45.05,2024-09-19
3,Spinach,47.84,2024-09-20
3,Spinach,44.09,2024-09-21
3,Spinach,44.99,2024-09-22
3,Spinach,51.25,2024-09-23
3,Spinach,48.76,2024-09-24
3,Spinach,44.32,2024-09-25
3,Spinach,49.64,2024-09-26
3,Spinach,50.89,2024-09-27
3,Spinach,49.68,2024-09-28
3,Spinach,45.26,2024-09-29
3,Spinach,41.69,2024-09-30
3,Spinach,41.6,2024-10-01
3,Spinach,44.04,2024-10-02
3,Spinach,49.7,2024-10-03
3,Spinach,50.04,2024-10-04
3,Spinach,50.13,2024-10-05
3,Spinach,49.51,2024-10-06
3,Spinach,49.97,2024-10-07
3,Spinach,46.85,2024-10-08
3,Spinach,51.3,2024-10-09
3,Spinach,46.99,2024-10-10
3,Spinach,45.05,2024-10-11
3,Spinach,41.39,2024-10-12
3,Spinach,42.3,2024-10-13
3,Spinach,51.36,2024-10-14
3,Spinach,47.05,2024-10-15
3,Spinach,47.67,2024-10-16
3,Spinach,44.1,2024-10-17
3,Spinach,43.27,2024-10-18
3,Spinach,42.74,2024-10-19
3,Spinach,48.98,2024-10-20
3,Spinach,50.53,2024-10-21
3,Spinach,43.6,2024-10-22
3,Spinach,51.25,2024-10-23
3,Spinach,42.28,2024-10-24
3,Spinach,42.35,2024-10-25
3,Spinach,48.23,2024-10-26
3,Spinach,45.93,2024-10-27
3,Spinach,50.76,2024-10-28
3,Spinach,50.59,2024-10-29
3,Spinach,50.22,2024-10-30
3,Spinach,43.99,2024-10-31
3,Spinach,45.2,2024-11-01
3,Spinach,50.66,2024-11-02
3,Spinach,41.91,2024-11-03
3,Spinach,42.16,2024-11-04
3,Spinach,44.96,2024-11-05
3,Spinach,46.78,2024-11-06
3,Spinach,48.38,2024-11-07
3,Spinach,44.77,2024-11-08
3,Spinach,47.81,2024-11-09
3,Spinach,43.73,2024-11-10
3,Spinach,44.67,2024-11-11
3,Spinach,43.08,2024-11-12
3,Spinach,42.99,2024-11-13
3,Spinach,42.18,2024-11-14
3,Spinach,46.34,2024-11-15
3,Spinach,46.44,2024-11-16
3,Spinach,48.67,2024-11-17
3,Spinach,47.97,2024-11-18
3,Spinach,45.48,2024-11-19
3,Spinach,50.6,2024-11-20
3,Spinach,48.72,2024-11-21
3,Spinach,49.41,2024-11-22
3,Spinach,47.2,2024-11-23
3,Spinach,50.16,2024-11-24
3,Spinach,47.3,2024-11-25
3,Spinach,41.75,2024-11-26
3,Spinach,43.51,2024-11-27
3,Spinach,42.66,2024-11-28
3,Spinach,44.26,2024-11-29
3,Spinach,48.63,2024-11-30
3,Spinach,50.31,2024-12-01
3,Spinach,42.87,2024-12-02
3,Spinach,43.67,2024-12-03
3,Spinach,48.5,2024-12-04
3,Spinach,42.21,2024-12-05
3,Spinach,42.39,2024-12-06
3,Spinach,50.96,2024-12-07
3,Spinach,48.07,2024-12-08
3,Spinach,48.7,2024-12-09
3,Spinach,43.23,2024-12-10
3,Spinach,47.74,2024-12-11
3,Spinach,44.38,2024-12-12
3,Spinach,46.07,2024-12-13
3,Spinach,41.62,2024-12-14
3,Spinach,47.14,2024-12-15
3,Spinach,45.68,2024-12-16
3,Spinach,46.84,2024-12-17
3,Spinach,44.56,2024-12-18
3,Spinach,42.73,2024-12-19
3,Spinach,44.35,2024-12-20
3,Spinach,45.5,2024-12-21
3,Spinach,48.53,2024-12-22
3,Spinach,41.57,2024-12-23
3,Spinach,45.53,2024-12-24
3,Spinach,44.02,2024-12-25
3,Spinach,47.62,2024-12-26
3,Spinach,42.27,2024-12-27
3,Spinach,49.1,2024-12-28
3,Spinach,42.41,2024-12-29
3,Spinach,43.16,2024-12-30
3,Spinach,43.06,2024-12-31
3,Spinach,41.7,2025-01-01
3,Spinach,50.77,2025-01-02
3,Spinach,50.43,2025-01-03
3,Spinach,47.77,2025-01-04
3,Spinach,50.03,2025-01-05
3,Spinach,50.61,2025-01-06
3,Spinach,42.22,2025-01-07
3,Spinach,43.66,2025-01-08
3,Spinach,42.8,2025-01-09
3,Spinach,43.66,2025-01-10
3,Spinach,42.91,2025-01-11
3,Spinach,50.34,2025-01-12
3,Spinach,47.61,2025-01-13
3,Spinach,44.06,2025-01-14
3,Spinach,44.89,2025-01-15
3,Spinach,47.01,2025-01-16
3,Spinach,49.6,2025-01-17
3,Spinach,43.53,2025-01-18
3,Spinach,48.0,2025-01-19
3,Spinach,50.6,2025-01-20
3,Spinach,44.17,2025-01-21
3,Spinach,43.34,2025-01-22
3,Spinach,41.5,2025-01-23
3,Spinach,45.36,2025-01-24
3,Spinach,49.89,2025-01-25
3,Spinach,51.37,2025-01-26
3,Spinach,42.0,2025-01-27
3,Spinach,45.89,2025-01-28
3,Spinach,42.34,2025-01-29
3,Spinach,43.46,2025-01-30
3,Spinach,42.33,2025-01-31
3,Spinach,50.4,2025-02-01
3,Spinach,44.43,2025-02-02
3,Spinach,47.04,2025-02-03
3,Spinach,44.77,2025-02-04
3,Spinach,42.5,2025-02-05
3,Spinach,43.11,2025-02-06
3,Spinach,49.74,2025-02-07
3,Spinach,46.27,2025-02-08
3,Spinach,42.8,2025-02-09
3,Spinach,46.58,2025-02-10
3,Spinach,42.32,2025-02-11
3,Spinach,43.93,2025-02-12
3,Spinach,46.46,2025-02-13
3,Spinach,44.5,2025-02-14
3,Spinach,41.68,2025-02-15
3,Spinach,44.73,2025-02-16
3,Spinach,50.38,2025-02-17
3,Spinach,44.55,2025-02-18
3,Spinach,42.63,2025-02-19
3,Spinach,46.96,2025-02-20
3,Spinach,47.04,2025-02-21
3,Spinach,44.23,2025-02-22
3,Spinach,51.34,2025-02-23
3,Spinach,46.51,2025-02-24
3,Spinach,42.96,2025-02-25
3,Spinach,44.06,2025-02-26
3,Spinach,47.45,2025-02-27
3,Spinach,42.45,2025-02-28
3,Spinach,42.8,2025-03-01
3,Spinach,43.37,2025-03-02
3,Spinach,45.7,2025-03-03
3,Spinach,47.2,2025-03-04
3,Spinach,46.76,2025-03-05
3,Spinach,49.25,2025-03-06
3,Spinach,48.43,2025-03-07
3,Spinach,48.02,2025-03-08
3,Spinach,46.81,2025-03-09
3,Spinach,47.67,2025-03-10
3,Spinach,48.48,2025-03-11
3,Spinach,45.22,2025-03-12
3,Spinach,47.14,2025-03-13
3,Spinach,47.45,2025-03-14
3,Spinach,44.86,2025-03-15
3,Spinach,41.99,2025-03-16
3,Spinach,43.52,2025-03-17
3,Spinach,45.64,2025-03-18
3,Spinach,46.15,2025-03-19
3,Spinach,43.62,2025-03-20
3,Spinach,50.36,2025-03-21
3,Spinach,46.08,2025-03-22
3,Spinach,42.03,2025-03-23
3,Spinach,46.05,2025-03-24
3,Spinach,42.12,2025-03-25
3,Spinach,48.52,2025-03-26
3,Spinach,42.19,2025-03-27
3,Spinach,44.63,2025-03-28
3,Spinach,42.13,2025-03-29
